batch,loss,accuracy
40,"tensor(2.7710, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
41,"tensor(2.6866, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
42,"tensor(2.9748, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
43,"tensor(2.8192, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
44,"tensor(2.9181, device='cuda:0', grad_fn=<NllLossBackward0>)",0.285
45,"tensor(2.8363, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
46,"tensor(2.9251, device='cuda:0', grad_fn=<NllLossBackward0>)",0.295
47,"tensor(2.8031, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
48,"tensor(2.9999, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
49,"tensor(2.7726, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
50,"tensor(2.9962, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
51,"tensor(2.9988, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
52,"tensor(2.8531, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
53,"tensor(2.8708, device='cuda:0', grad_fn=<NllLossBackward0>)",0.308
54,"tensor(2.8493, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
55,"tensor(2.9597, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
56,"tensor(2.9185, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
57,"tensor(2.9170, device='cuda:0', grad_fn=<NllLossBackward0>)",0.299
58,"tensor(2.9729, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
59,"tensor(2.8572, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
60,"tensor(2.9819, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
61,"tensor(2.7574, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
62,"tensor(2.8768, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
63,"tensor(2.8597, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
64,"tensor(2.9212, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
65,"tensor(2.8790, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
66,"tensor(2.9000, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
67,"tensor(2.8215, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
68,"tensor(2.8312, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
69,"tensor(2.7188, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
70,"tensor(2.8267, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
71,"tensor(2.8095, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
72,"tensor(2.8718, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
73,"tensor(2.9059, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
74,"tensor(2.8614, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
75,"tensor(2.8863, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
76,"tensor(2.9687, device='cuda:0', grad_fn=<NllLossBackward0>)",0.304
77,"tensor(2.8281, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
78,"tensor(2.8677, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
79,"tensor(2.7053, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
80,"tensor(2.9705, device='cuda:0', grad_fn=<NllLossBackward0>)",0.297
81,"tensor(2.8734, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
82,"tensor(3.0118, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
83,"tensor(2.9145, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
84,"tensor(2.8174, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
85,"tensor(2.8693, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
86,"tensor(2.8692, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
87,"tensor(2.8104, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
88,"tensor(2.9150, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
89,"tensor(2.8778, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
90,"tensor(2.8039, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
91,"tensor(2.8072, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
92,"tensor(2.7296, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
93,"tensor(2.8850, device='cuda:0', grad_fn=<NllLossBackward0>)",0.3
94,"tensor(2.8876, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
95,"tensor(2.8474, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
96,"tensor(3.0659, device='cuda:0', grad_fn=<NllLossBackward0>)",0.291
97,"tensor(2.8666, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
98,"tensor(2.9533, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
99,"tensor(2.7523, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
100,"tensor(2.6993, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
101,"tensor(2.7918, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
102,"tensor(2.9825, device='cuda:0', grad_fn=<NllLossBackward0>)",0.304
103,"tensor(2.9229, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
104,"tensor(2.8331, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
105,"tensor(2.7971, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
106,"tensor(2.9367, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
107,"tensor(2.9361, device='cuda:0', grad_fn=<NllLossBackward0>)",0.308
108,"tensor(2.7519, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
109,"tensor(2.9161, device='cuda:0', grad_fn=<NllLossBackward0>)",0.304
110,"tensor(2.8199, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
111,"tensor(2.7816, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
112,"tensor(2.6822, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
113,"tensor(2.7972, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
114,"tensor(2.7936, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
115,"tensor(2.8359, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
116,"tensor(2.7657, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
117,"tensor(2.8702, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
118,"tensor(2.9623, device='cuda:0', grad_fn=<NllLossBackward0>)",0.304
119,"tensor(2.8826, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
120,"tensor(2.8038, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
121,"tensor(2.8527, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
122,"tensor(2.7667, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
123,"tensor(2.9284, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
124,"tensor(2.7926, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
125,"tensor(2.7542, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
126,"tensor(2.7975, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
127,"tensor(2.7274, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
128,"tensor(2.8484, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
129,"tensor(2.7259, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
130,"tensor(2.7324, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
131,"tensor(2.7274, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
132,"tensor(2.8263, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
133,"tensor(2.7772, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
134,"tensor(2.8167, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
135,"tensor(2.8063, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
136,"tensor(2.8170, device='cuda:0', grad_fn=<NllLossBackward0>)",0.343
137,"tensor(2.7312, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
138,"tensor(2.8681, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
139,"tensor(2.7838, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
140,"tensor(2.7696, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
141,"tensor(2.7819, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
142,"tensor(2.7578, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
143,"tensor(2.7616, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
144,"tensor(2.6960, device='cuda:0', grad_fn=<NllLossBackward0>)",0.368
145,"tensor(2.8103, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
146,"tensor(2.8482, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
147,"tensor(2.7914, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
148,"tensor(2.8415, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
149,"tensor(2.8193, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
150,"tensor(2.8495, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
151,"tensor(2.7844, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
152,"tensor(2.6912, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
153,"tensor(2.7522, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
154,"tensor(2.6725, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
155,"tensor(2.6701, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
156,"tensor(2.7503, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
157,"tensor(2.8374, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
158,"tensor(2.7856, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
159,"tensor(2.7730, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
160,"tensor(2.7519, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
161,"tensor(2.7376, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
162,"tensor(2.8347, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
163,"tensor(2.7405, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
164,"tensor(2.7518, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
165,"tensor(2.7411, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
166,"tensor(2.7391, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
167,"tensor(2.8724, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
168,"tensor(2.6536, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
169,"tensor(2.7150, device='cuda:0', grad_fn=<NllLossBackward0>)",0.36
170,"tensor(2.7545, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
171,"tensor(2.8312, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
172,"tensor(2.8413, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
173,"tensor(2.7819, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
174,"tensor(2.8137, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
175,"tensor(2.7134, device='cuda:0', grad_fn=<NllLossBackward0>)",0.355
176,"tensor(2.8999, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
177,"tensor(2.6578, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
178,"tensor(2.7409, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
179,"tensor(2.8715, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
180,"tensor(2.8731, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
181,"tensor(2.7647, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
182,"tensor(2.7103, device='cuda:0', grad_fn=<NllLossBackward0>)",0.358
183,"tensor(2.8765, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
184,"tensor(2.7488, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
185,"tensor(2.8987, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
186,"tensor(2.8641, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
187,"tensor(2.7304, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
188,"tensor(2.8085, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
189,"tensor(2.9118, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
190,"tensor(2.9382, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
191,"tensor(2.8053, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
192,"tensor(2.7919, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
193,"tensor(2.9450, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
194,"tensor(2.7906, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
195,"tensor(2.8793, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
196,"tensor(2.6957, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
197,"tensor(2.8075, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
198,"tensor(2.8385, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
199,"tensor(2.7141, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
200,"tensor(2.7722, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
201,"tensor(2.8068, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
202,"tensor(2.6692, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
203,"tensor(2.7183, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
204,"tensor(2.7640, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
205,"tensor(2.7455, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
206,"tensor(2.7512, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
207,"tensor(2.8980, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
208,"tensor(2.9360, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
209,"tensor(2.7735, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
210,"tensor(2.7457, device='cuda:0', grad_fn=<NllLossBackward0>)",0.359
211,"tensor(2.7040, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
212,"tensor(2.7114, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
213,"tensor(2.8467, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
214,"tensor(2.8429, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
215,"tensor(2.8570, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
216,"tensor(2.8403, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
217,"tensor(2.8362, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
218,"tensor(2.7368, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
219,"tensor(2.8217, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
220,"tensor(2.6678, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
221,"tensor(2.8362, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
222,"tensor(2.9273, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
223,"tensor(2.9384, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
224,"tensor(2.9214, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
225,"tensor(2.7305, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
226,"tensor(2.8198, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
227,"tensor(2.7939, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
228,"tensor(2.8398, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
229,"tensor(2.8637, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
230,"tensor(2.6825, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
231,"tensor(2.6798, device='cuda:0', grad_fn=<NllLossBackward0>)",0.355
232,"tensor(2.7797, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
233,"tensor(2.9122, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
234,"tensor(2.8006, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
235,"tensor(2.8806, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
236,"tensor(2.6378, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
237,"tensor(2.8568, device='cuda:0', grad_fn=<NllLossBackward0>)",0.343
238,"tensor(2.8214, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
239,"tensor(2.8642, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
240,"tensor(2.7823, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
241,"tensor(2.9633, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
242,"tensor(2.8324, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
243,"tensor(2.9035, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
244,"tensor(2.8868, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
245,"tensor(2.7650, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
246,"tensor(2.7761, device='cuda:0', grad_fn=<NllLossBackward0>)",0.364
247,"tensor(2.8298, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
248,"tensor(2.9121, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
249,"tensor(2.8852, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
250,"tensor(2.8383, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
251,"tensor(2.8557, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
252,"tensor(2.6996, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
253,"tensor(2.8348, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
254,"tensor(2.8118, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
255,"tensor(2.7455, device='cuda:0', grad_fn=<NllLossBackward0>)",0.355
256,"tensor(2.9090, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
257,"tensor(2.7297, device='cuda:0', grad_fn=<NllLossBackward0>)",0.375
258,"tensor(2.7955, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
259,"tensor(2.7256, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
260,"tensor(2.6886, device='cuda:0', grad_fn=<NllLossBackward0>)",0.364
261,"tensor(2.7978, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
262,"tensor(2.7985, device='cuda:0', grad_fn=<NllLossBackward0>)",0.355
263,"tensor(2.8431, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
264,"tensor(2.8214, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
265,"tensor(2.7007, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
266,"tensor(2.8818, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
267,"tensor(2.8338, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
268,"tensor(2.7704, device='cuda:0', grad_fn=<NllLossBackward0>)",0.375
269,"tensor(2.8164, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
270,"tensor(2.7817, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
271,"tensor(2.7659, device='cuda:0', grad_fn=<NllLossBackward0>)",0.36
272,"tensor(2.8347, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
273,"tensor(2.8857, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
274,"tensor(2.7725, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
275,"tensor(2.7172, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
276,"tensor(2.8796, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
277,"tensor(2.6729, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
278,"tensor(2.7560, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
279,"tensor(2.7635, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
280,"tensor(2.7909, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
281,"tensor(2.8286, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
282,"tensor(2.8412, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
283,"tensor(2.7615, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
284,"tensor(2.7235, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
285,"tensor(2.7973, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
286,"tensor(2.7799, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
287,"tensor(2.6299, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
288,"tensor(2.7584, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
289,"tensor(2.5853, device='cuda:0', grad_fn=<NllLossBackward0>)",0.379
290,"tensor(2.7607, device='cuda:0', grad_fn=<NllLossBackward0>)",0.343
291,"tensor(2.7946, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
292,"tensor(2.7542, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
293,"tensor(2.8153, device='cuda:0', grad_fn=<NllLossBackward0>)",0.343
294,"tensor(2.7513, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
295,"tensor(2.7186, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
296,"tensor(2.7626, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
297,"tensor(2.7109, device='cuda:0', grad_fn=<NllLossBackward0>)",0.363
298,"tensor(2.7760, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
299,"tensor(2.7834, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
300,"tensor(2.7249, device='cuda:0', grad_fn=<NllLossBackward0>)",0.379
301,"tensor(2.7561, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
302,"tensor(2.7288, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
303,"tensor(2.8790, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
304,"tensor(2.7230, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
305,"tensor(2.7977, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
306,"tensor(2.8780, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
307,"tensor(2.6912, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
308,"tensor(2.8538, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
309,"tensor(2.7020, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
310,"tensor(2.7206, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
311,"tensor(2.7515, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
312,"tensor(2.6939, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
313,"tensor(2.8850, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
314,"tensor(2.8346, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
315,"tensor(2.8033, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
316,"tensor(2.6907, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
317,"tensor(2.6392, device='cuda:0', grad_fn=<NllLossBackward0>)",0.358
318,"tensor(2.6899, device='cuda:0', grad_fn=<NllLossBackward0>)",0.382
319,"tensor(2.5138, device='cuda:0', grad_fn=<NllLossBackward0>)",0.406
320,"tensor(2.7000, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
321,"tensor(2.6476, device='cuda:0', grad_fn=<NllLossBackward0>)",0.379
322,"tensor(2.8312, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
323,"tensor(2.8238, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
324,"tensor(2.8727, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
325,"tensor(2.5722, device='cuda:0', grad_fn=<NllLossBackward0>)",0.397
326,"tensor(2.6894, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
327,"tensor(2.8220, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
328,"tensor(2.6571, device='cuda:0', grad_fn=<NllLossBackward0>)",0.36
329,"tensor(2.7103, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
330,"tensor(2.6279, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
331,"tensor(2.8635, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
332,"tensor(2.7190, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
333,"tensor(2.7495, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
334,"tensor(2.7295, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
335,"tensor(2.6567, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
336,"tensor(2.7514, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
